,bedrooms,Sqft.,lot Sqft.,full baths,half baths,stories,Private Pool,zip,price,zipTier,age
7764,3.0,1296.0,6250.0,2.0,0,1.0,False,77018,275000.0,1,83.0
7765,2.0,1048.0,9000.0,1.0,0,1.0,False,77009,649000.0,1,80.0
7766,4.0,1445.0,8525.0,2.0,0,1.0,False,77092,275000.0,0,64.0
7767,3.0,2083.0,4001.0,2.0,1,2.0,False,77083,319000.0,0,9.0
7768,3.0,2485.0,1514.0,3.0,1,4.0,False,77007,520000.0,1,9.0
7769,2.0,912.0,10200.0,2.0,0,1.0,False,77028,135000.0,0,83.0
7770,3.0,1140.0,6160.0,2.0,0,1.0,False,77033,185000.0,0,68.0
7771,3.0,2494.0,2500.0,2.0,1,2.0,False,77019,546186.0,2,23.0
7772,3.0,1210.0,8710.0,2.0,0,1.0,False,77092,295000.0,0,64.0
7773,2.0,1027.0,398376.0,2.0,0,1.0,False,77091,45000.0,0,51.0
7774,3.0,2378.0,8631.0,2.0,0,1.0,False,77077,407500.0,1,41.0
7775,3.0,2552.0,7475.0,2.0,1,1.0,False,77065,360000.0,0,25.0
7776,1.0,1317.0,12038.0,1.0,1,1.0,False,77057,244000.0,1,17.0
7777,2.0,854.0,2500.0,1.0,0,1.0,False,77012,100000.0,0,85.0
7778,3.0,1330.0,5985.0,1.0,1,1.0,False,77045,214900.0,0,58.0
7779,3.0,1566.0,5350.0,2.0,0,1.0,False,77051,329900.0,0,1.0
7780,3.0,3670.0,0.0,3.0,1,1.0,False,77056,1295000.0,1,21.0
7781,4.0,1960.0,4650.0,2.0,1,1.0,False,77009,289000.0,1,113.0
7782,4.0,2144.0,5175.0,2.0,1,2.0,False,77073,270900.0,0,17.0
7783,2.0,1520.0,217671.0,2.0,1,2.0,False,77042,180000.0,0,38.0
7784,3.0,1924.0,0.0,3.0,0,1.0,False,77056,365000.0,1,48.0
7785,2.0,2023.0,2250.0,2.0,1,2.0,False,77082,250000.0,0,19.0
7786,4.0,2375.0,5400.0,2.0,0,2.0,False,77014,285000.0,0,14.0
7787,3.0,2440.0,1666.0,3.0,1,4.0,False,77019,544900.0,2,5.0
7788,6.0,8454.0,17200.0,6.0,3,2.0,True,77056,3150000.0,1,13.0
7789,3.0,1776.0,0.0,2.0,0,1.0,False,77090,345915.0,0,1.0
7790,3.0,1634.0,1800.0,2.0,1,2.0,False,77082,227500.0,0,17.0
7791,4.0,2527.0,5618.0,2.0,1,2.0,False,77044,340000.0,0,9.0
7792,2.0,1321.0,5000.0,1.0,0,1.0,False,77004,375000.0,1,73.0
7793,4.0,1765.0,7150.0,2.0,0,1.0,False,77489,230000.0,0,49.0
7794,3.0,1198.0,2500.0,2.0,0,1.0,False,77012,140000.0,0,85.0
7795,4.0,2375.0,9760.0,2.0,0,1.0,False,77096,389900.0,1,62.0
7796,3.0,2826.0,0.0,3.0,1,1.0,False,77056,1275000.0,1,9.0
7797,3.0,1194.0,0.0,3.0,0,2.0,False,77016,238900.0,0,1.0
7798,3.0,1868.0,7590.0,2.0,0,1.0,True,77089,239000.0,0,45.0
7799,3.0,1907.0,2750.0,2.0,1,2.0,False,77009,419900.0,1,1.0
7800,3.0,2033.0,2805.0,2.0,1,2.0,False,77077,337800.0,1,24.0
7801,3.0,1988.0,12300.0,2.0,0,1.0,False,77079,589999.0,1,65.0
7802,3.0,1814.0,4182.0,2.0,1,2.0,False,77084,225000.0,0,39.0
7803,3.0,1907.0,2750.0,2.0,1,2.0,False,77009,419900.0,1,1.0
7804,3.0,1907.0,2750.0,2.0,1,2.0,False,77009,419900.0,1,1.0
7805,3.0,1194.0,0.0,3.0,0,2.0,False,77016,238900.0,0,1.0
7806,3.0,1194.0,0.0,3.0,0,2.0,False,77016,238900.0,0,1.0
7807,3.0,1194.0,0.0,3.0,0,2.0,False,77016,238900.0,0,1.0
7808,3.0,1194.0,0.0,3.0,0,2.0,False,77016,238900.0,0,1.0
7809,2.0,1095.0,0.0,2.0,0,1.0,False,77056,240000.0,1,38.0
7810,3.0,2532.0,0.0,2.0,1,2.0,False,77008,674900.0,1,1.0
7811,4.0,2240.0,8644.0,2.0,0,1.0,False,77084,308000.0,0,47.0
7812,3.0,1436.0,6660.0,2.0,0,1.0,False,77092,327500.0,0,68.0
7813,3.0,2543.0,0.0,2.0,1,2.0,False,77018,574900.0,1,1.0
7814,1.0,648.0,101526.0,1.0,0,1.0,False,77071,78000.0,0,40.0
7815,3.0,2532.0,0.0,2.0,1,2.0,False,77018,574900.0,1,1.0
7816,3.0,1319.0,13400.0,1.0,1,1.0,False,77009,850000.0,1,78.0
7817,3.0,1382.0,5775.0,2.0,0,1.0,False,77060,219500.0,0,53.0
7818,2.0,1136.0,5250.0,1.0,0,1.0,False,77070,219000.0,0,42.0
7819,4.0,2919.0,8250.0,3.0,0,1.0,False,77096,599500.0,1,63.0
7820,3.0,2076.0,0.0,1.0,1,1.0,False,77016,175000.0,0,63.0
7821,3.0,1871.0,2500.0,2.0,1,2.0,False,77009,409900.0,1,1.0
7822,3.0,1176.0,6240.0,2.0,1,2.0,False,77044,145000.0,0,43.0
7823,3.0,1871.0,2500.0,2.0,1,2.0,False,77009,409900.0,1,1.0
7824,4.0,2968.0,4990.0,2.0,1,2.0,False,77090,275000.0,0,44.0
7825,3.0,1892.0,6270.0,1.0,1,1.0,False,77078,199999.0,0,41.0
7826,3.0,1871.0,2500.0,2.0,1,2.0,False,77009,409900.0,1,1.0
7827,4.0,1684.0,4848.0,2.0,1,2.0,False,77083,259000.0,0,17.0
7828,3.0,1680.0,5564.0,3.0,0,1.0,False,77076,189000.0,0,70.0
7829,4.0,3090.0,18984.0,3.0,0,1.0,False,77016,350000.0,0,44.0
7830,4.0,2223.0,6652.0,2.0,0,1.0,False,77062,354000.0,0,30.0
7831,3.0,2638.0,3275.0,2.0,1,2.0,False,77008,649000.0,1,10.0
7832,5.0,4952.0,10609.0,3.0,1,2.0,False,77042,1195000.0,0,39.0
7833,3.0,1504.0,5000.0,1.0,0,1.0,False,77004,459000.0,1,93.0
7834,4.0,2129.0,7346.0,2.0,0,1.0,False,77089,239000.0,0,52.0
7835,3.0,1760.0,41000.0,2.0,0,2.0,False,77075,720000.0,0,63.0
7836,2.0,1123.0,0.0,2.0,1,3.0,False,77021,299000.0,0,17.0
7837,3.0,2134.0,3042.0,2.0,1,2.0,False,77080,510000.0,1,1.0
7838,4.0,2704.0,6250.0,2.0,1,2.0,False,77047,299900.0,0,16.0
7839,3.0,1576.0,5038.0,2.0,0,1.0,False,77084,266000.0,0,18.0
7840,6.0,1722.0,7500.0,3.0,0,2.0,False,77009,329900.0,1,93.0
7841,3.0,1917.0,2097.0,2.0,1,2.0,False,77063,399040.0,1,1.0
7842,3.0,1546.0,11000.0,1.0,1,1.0,False,77026,199999.0,0,76.0
7843,3.0,3496.0,3280.0,3.0,1,2.0,False,77079,565000.0,1,45.0
7844,3.0,2060.0,2500.0,2.0,1,2.0,False,77007,508000.0,1,9.0
7845,3.0,2640.0,1519.0,3.0,1,3.0,False,77007,449000.0,1,21.0
7846,3.0,1752.0,2500.0,2.0,1,2.0,False,77021,365000.0,0,1.0
7847,2.0,1762.0,1499.0,2.0,0,3.0,False,77007,350000.0,1,17.0
7848,5.0,4587.0,10625.0,5.0,1,2.0,False,77055,1500000.0,2,1.0
7849,3.0,1321.0,8160.0,1.0,0,1.0,False,77055,499000.0,2,72.0
7850,5.0,4447.0,7320.0,4.0,1,2.0,True,77018,1374999.0,1,9.0
7851,3.0,1752.0,2500.0,2.0,1,2.0,False,77021,365000.0,0,1.0
7852,3.0,1030.0,5885.0,1.0,0,1.0,False,77047,168000.0,0,68.0
7853,4.0,2494.0,8750.0,2.0,1,2.0,False,77083,312000.0,0,36.0
7854,3.0,1944.0,2058.0,2.0,1,2.0,False,77063,400670.0,1,1.0
7855,5.0,8948.0,34246.0,6.0,3,2.0,True,77019,6995000.0,2,85.0
7856,3.0,1710.0,9200.0,2.0,0,1.0,False,77065,265000.0,0,40.0
7857,2.0,1095.0,0.0,2.0,0,1.0,False,77056,230000.0,1,38.0
7858,1.0,1378.0,0.0,1.0,0,1.0,False,77002,249895.0,0,33.0
7859,3.0,2696.0,6682.0,2.0,1,2.0,False,77040,350000.0,0,25.0
7860,4.0,2321.0,7770.0,2.0,1,1.0,False,77077,365000.0,1,42.0
7861,3.0,2506.0,12250.0,2.0,0,2.0,False,77021,395000.0,0,83.0
7862,3.0,1140.0,5200.0,1.0,0,1.0,False,77026,265000.0,0,87.0
7863,3.0,2556.0,2500.0,2.0,1,2.0,False,77007,709900.0,1,1.0
7864,3.0,2330.0,10000.0,2.0,1,2.0,False,77009,975000.0,1,103.0
7865,3.0,2169.0,2349.0,2.0,2,3.0,False,77043,478995.0,1,1.0
7866,3.0,2441.0,2030.0,3.0,1,3.0,False,77043,511995.0,1,1.0
7867,3.0,1468.0,6875.0,2.0,0,1.0,False,77025,500000.0,1,75.0
7868,3.0,1569.0,18750.0,2.0,0,1.0,False,77085,510000.0,0,18.0
7869,2.0,1885.0,20000.0,2.0,0,1.0,False,77009,2200000.0,1,103.0
7870,2.0,1216.0,63678.0,1.0,1,2.0,False,77061,105000.0,0,48.0
7871,2.0,1129.0,0.0,2.0,0,1.0,False,77019,275000.0,2,17.0
7872,4.0,2300.0,10440.0,3.0,0,1.0,False,77096,775000.0,1,66.0
7873,4.0,1860.0,4887.0,2.0,1,2.0,False,77085,293500.0,0,19.0
7874,4.0,4122.0,10680.0,3.0,1,2.0,True,77041,899000.0,1,26.0
7875,2.0,2006.0,0.0,2.0,0,1.0,False,77019,549000.0,2,23.0
7876,4.0,4065.0,15385.0,3.0,2,2.0,True,77019,3750000.0,2,83.0
7877,3.0,1671.0,2175.0,2.0,1,2.0,False,77025,394900.0,1,1.0
7878,3.0,1816.0,4000.0,2.0,1,2.0,False,77067,264900.0,0,11.0
7879,5.0,2190.0,13650.0,3.0,0,2.0,False,77037,850000.0,0,65.0
7880,3.0,2205.0,6300.0,2.0,0,1.0,False,77084,280000.0,0,44.0
7881,4.0,3371.0,6300.0,3.0,1,2.0,False,77014,340000.0,0,22.0
7882,3.0,3500.0,2750.0,2.0,2,3.0,False,77098,1195000.0,4,8.0
7883,4.0,2347.0,0.0,3.0,1,3.0,False,77043,524995.0,1,1.0
7884,4.0,2849.0,10500.0,3.0,1,2.0,True,77019,1399000.0,2,73.0
7885,2.0,1200.0,115785.0,2.0,0,1.0,False,77054,160900.0,0,43.0
7886,3.0,1343.0,9375.0,1.0,1,1.0,False,77018,421875.0,1,73.0
7887,4.0,1975.0,0.0,2.0,1,2.0,False,77048,337755.0,0,1.0
7888,4.0,2651.0,7800.0,3.0,0,1.0,False,77018,480000.0,1,68.0
7889,3.0,2317.0,1800.0,3.0,1,3.0,False,77003,437000.0,1,10.0
7890,3.0,2410.0,2500.0,3.0,1,2.0,False,77004,495000.0,1,1.0
7891,3.0,2135.0,2475.0,3.0,1,2.0,False,77077,630000.0,1,1.0
7892,3.0,2520.0,2800.0,2.0,1,2.0,False,77007,709900.0,1,1.0
7893,4.0,2062.0,6900.0,2.0,1,2.0,False,77084,290000.0,0,42.0
7894,4.0,3516.0,0.0,3.0,1,1.0,False,77019,2995000.0,2,4.0
7895,3.0,2336.0,2475.0,3.0,1,2.0,False,77077,635000.0,1,1.0
7896,3.0,2204.0,2475.0,3.0,1,2.0,False,77077,637000.0,1,1.0
7897,4.0,1487.0,6630.0,2.0,0,1.0,False,77014,279900.0,0,10.0
7898,1.0,748.0,0.0,1.0,0,1.0,False,77024,135000.0,3,54.0
7899,3.0,1907.0,2750.0,2.0,1,2.0,False,77009,419900.0,1,1.0
7900,3.0,2698.0,6510.0,2.0,1,2.0,False,77041,299000.0,1,31.0
7901,4.0,3359.0,2500.0,3.0,1,3.0,False,77008,645999.0,1,4.0
7902,3.0,2575.0,1994.0,3.0,1,3.0,False,77007,524999.0,1,17.0
7903,3.0,3063.0,2425.0,4.0,1,3.0,False,77077,770000.0,1,1.0
7904,4.0,1778.0,5896.0,2.0,0,1.0,False,77038,303940.0,0,1.0
7905,3.0,1179.0,7734.0,2.0,0,1.0,False,77489,220000.0,0,45.0
7906,4.0,1784.0,5000.0,2.0,1,2.0,False,77028,298000.0,0,1.0
7907,5.0,5134.0,10320.0,3.0,1,2.0,True,77069,799500.0,1,21.0
7908,6.0,5007.0,9181.0,5.0,1,3.0,False,77063,949999.0,1,40.0
7909,5.0,4872.0,9752.0,3.0,2,2.0,False,77066,486000.0,0,45.0
7910,3.0,1690.0,5500.0,2.0,0,1.0,False,77073,240000.0,0,19.0
7911,4.0,1698.0,11200.0,2.0,0,1.0,True,77015,279900.0,0,48.0
7912,3.0,2194.0,1718.0,3.0,1,3.0,False,77007,399000.0,1,16.0
7913,4.0,3574.0,2788.0,3.0,1,3.0,False,77057,540000.0,1,24.0
7914,3.0,3494.0,0.0,3.0,0,1.0,False,77057,549000.0,1,42.0
7915,3.0,1732.0,8320.0,1.0,1,1.0,False,77076,375000.0,0,63.0
7916,4.0,3403.0,8563.0,4.0,0,2.0,False,77063,949000.0,1,63.0
7917,2.0,1156.0,159369.0,2.0,1,2.0,False,77060,100000.0,0,45.0
7918,3.0,1444.0,6500.0,3.0,0,1.0,False,77006,625000.0,1,101.0
7919,5.0,5392.0,9000.0,5.0,1,2.0,False,77098,2995000.0,4,1.0
7920,2.0,2064.0,0.0,2.0,0,1.0,False,77004,546960.0,1,24.0
7921,3.0,2520.0,3800.0,2.0,1,2.0,False,77055,629900.0,2,1.0
7922,4.0,3829.0,11479.0,3.0,1,2.0,False,77041,625000.0,1,19.0
7923,3.0,1595.0,10000.0,2.0,0,1.0,False,77089,249999.0,0,45.0
7924,3.0,2483.0,7291.0,2.0,1,2.0,False,77083,324900.0,0,30.0
7925,2.0,1958.0,5100.0,2.0,0,1.0,False,77020,175000.0,0,83.0
7926,3.0,2294.0,1735.0,3.0,1,3.0,False,77006,749000.0,1,1.0
7927,3.0,1856.0,43512.0,2.0,0,1.0,False,77038,949000.0,0,51.0
7928,3.0,3887.0,2060.0,3.0,1,4.0,False,77057,1050000.0,1,3.0
7929,4.0,1968.0,4600.0,2.0,1,2.0,False,77034,355565.0,0,1.0
7930,3.0,4663.0,0.0,3.0,1,1.0,False,77098,2999999.0,4,15.0
7931,4.0,2107.0,7200.0,2.0,0,1.0,False,77082,259900.0,0,45.0
7932,3.0,2004.0,4957.0,1.0,0,1.0,False,77009,449000.0,1,93.0
7933,3.0,2714.0,9960.0,3.0,0,1.0,True,77077,410000.0,1,42.0
7934,2.0,1433.0,21621.0,2.0,0,1.0,False,77002,342900.0,0,16.0
7935,4.0,3476.0,9011.0,3.0,1,2.0,False,77095,437000.0,0,36.0
7936,3.0,1977.0,2400.0,2.0,1,2.0,False,77066,247000.0,0,5.0
7937,4.0,3230.0,11410.0,3.0,1,2.0,True,77062,545000.0,0,37.0
7938,3.0,1568.0,0.0,2.0,1,2.0,False,77076,309900.0,0,1.0
7939,4.0,1949.0,2257.0,3.0,0,2.0,False,77076,329900.0,0,1.0
7940,4.0,1954.0,2303.0,2.0,1,2.0,False,77076,333900.0,0,1.0
7941,7.0,3800.0,10470.0,4.0,3,2.0,False,77062,475000.0,0,63.0
7942,6.0,10608.0,14940.0,7.0,1,3.0,True,77019,4800000.0,2,24.0
7943,2.0,1778.0,6000.0,1.0,0,1.0,False,77023,270000.0,0,113.0
7944,2.0,1955.0,0.0,2.0,0,1.0,False,77056,379000.0,1,40.0
7945,4.0,2360.0,3000.0,3.0,0,2.0,False,77091,449900.0,0,1.0
7946,4.0,2190.0,7590.0,2.0,1,2.0,False,77099,320000.0,0,49.0
7947,3.0,1568.0,0.0,2.0,1,2.0,False,77076,309900.0,0,1.0
7948,3.0,1743.0,1983.0,3.0,1,3.0,False,77091,389990.0,0,1.0
7949,4.0,1954.0,2303.0,2.0,1,2.0,False,77076,333900.0,0,1.0
7950,3.0,1568.0,0.0,2.0,1,2.0,False,77076,282400.0,0,1.0
7951,3.0,1465.0,2303.0,2.0,1,2.0,False,77076,275400.0,0,1.0
7952,3.0,2386.0,2650.0,2.0,1,2.0,False,77057,469500.0,1,40.0
7953,3.0,2460.0,2690.0,3.0,0,1.0,False,77071,225000.0,0,45.0
7954,4.0,2575.0,9217.0,2.0,1,1.0,False,77042,570000.0,0,51.0
7955,3.0,1942.0,0.0,3.0,1,4.0,False,77026,494990.0,0,1.0
7956,3.0,1942.0,0.0,3.0,1,4.0,False,77026,507400.0,0,1.0
7957,4.0,3941.0,9110.0,3.0,1,2.0,False,77018,1350000.0,1,1.0
7958,4.0,4142.0,7320.0,4.0,2,2.0,False,77018,1495000.0,1,1.0
7959,3.0,1828.0,6300.0,2.0,0,1.0,True,77084,255000.0,0,44.0
7960,3.0,3906.0,4480.0,3.0,0,1.0,False,77098,1539999.0,4,62.0
7961,2.0,1278.0,186765.0,2.0,1,1.0,False,77057,249000.0,1,53.0
7962,5.0,11737.0,0.0,7.0,4,2.5,True,77019,7500000.0,2,65.0
7963,3.0,1465.0,2303.0,2.0,1,2.0,False,77076,275400.0,0,1.0
7964,3.0,1680.0,0.0,2.0,1,2.0,False,77076,295400.0,0,1.0
7965,3.0,1584.0,5500.0,2.0,1,2.0,False,77088,180000.0,0,28.0
7966,4.0,2143.0,8720.0,2.0,0,1.0,False,77043,496000.0,1,47.0
7967,4.0,4025.0,2287.0,3.0,1,3.0,False,77063,720000.0,1,51.0
7968,0.0,0.0,7810.0,0.0,0,1.0,False,77009,270000.0,1,93.0
7969,3.0,2209.0,10212.0,2.0,0,1.0,False,77096,469000.0,1,64.0
7970,4.0,1628.0,5250.0,2.0,0,2.0,False,77015,250000.0,0,1.0
7971,3.0,1586.0,3914.0,2.0,1,2.0,False,77073,230000.0,0,9.0
7972,3.0,1047.0,4099.0,1.0,0,1.0,False,77009,219000.0,1,75.0
7973,3.0,1264.0,7500.0,1.0,0,1.0,False,77026,174900.0,0,67.0
7974,3.0,2249.0,1642.0,3.0,1,3.0,False,77004,520000.0,1,6.0
7975,3.0,1817.0,0.0,2.0,0,1.0,False,77056,455000.0,1,22.0
7976,3.0,2234.0,0.0,3.0,1,3.0,False,77004,499900.0,1,1.0
7977,4.0,2486.0,8092.0,2.0,1,2.0,False,77345,324900.0,1,29.0
7978,3.0,2100.0,6820.0,2.0,1,1.0,False,77016,255000.0,0,45.0
7979,4.0,2218.0,17000.0,2.0,0,1.0,False,77070,355000.0,0,50.0
7980,2.0,975.0,98127.0,1.0,0,1.0,False,77077,120000.0,1,40.0
7981,3.0,1871.0,2500.0,2.0,1,2.0,False,77009,409900.0,1,1.0
7982,3.0,2176.0,7920.0,2.0,0,1.0,False,77025,590000.0,1,74.0
7983,5.0,6328.0,8580.0,5.0,3,2.0,True,77027,3250000.0,2,6.0
7984,2.0,975.0,4394.0,2.0,0,1.0,False,77009,260000.0,1,78.0
7985,4.0,4932.0,15000.0,5.0,1,2.0,False,77055,2599000.0,2,1.0
7986,2.0,2257.0,2234.0,3.0,1,3.0,False,77043,519995.0,1,1.0
7987,4.0,2434.0,6075.0,3.0,1,2.0,False,77007,1400000.0,1,103.0
7988,3.0,2021.0,2500.0,3.0,1,2.0,False,77051,349900.0,0,1.0
7989,5.0,4030.0,15317.0,5.0,1,1.0,False,77071,619000.0,0,48.0
7990,2.0,1096.0,428629.0,2.0,0,1.0,False,77030,185000.0,2,40.0
7991,5.0,4696.0,0.0,4.0,0,1.0,False,77024,2290000.0,3,64.0
7992,3.0,3116.0,2600.0,3.0,1,3.0,False,77057,589000.0,1,24.0
7993,3.0,3148.0,12100.0,2.0,1,1.0,False,77079,899999.0,1,2.0
7994,4.0,3244.0,8800.0,3.0,1,2.0,True,77069,394000.0,1,34.0
7995,4.0,2754.0,6250.0,2.0,1,2.0,False,77098,959000.0,4,93.0
7996,4.0,2274.0,329684.0,3.0,0,2.0,False,77079,299999.0,1,55.0
7997,3.0,1681.0,5500.0,2.0,0,1.0,False,77015,200000.0,0,15.0
7998,4.0,5777.0,8400.0,5.0,2,2.0,False,77027,2995000.0,2,1.0
7999,3.0,1950.0,1100.0,2.0,1,2.0,False,77018,429000.0,1,1.0
8000,3.0,3292.0,3117.0,3.0,1,3.0,False,77080,589000.0,1,8.0
8001,4.0,2069.0,7382.0,2.0,1,2.0,False,77038,278000.0,0,17.0
8002,5.0,2756.0,7200.0,4.0,2,2.5,False,77004,894900.0,1,88.0
8003,2.0,1280.0,8576.0,2.0,0,1.0,False,77075,134990.0,0,58.0
8004,3.0,2100.0,2876.0,2.0,1,2.0,False,77054,484990.0,0,1.0
8005,2.0,4020.0,0.0,2.0,1,1.0,False,77056,2150000.0,1,24.0
8006,2.0,1146.0,127472.0,2.0,0,1.0,True,77025,155700.0,1,59.0
8007,4.0,2468.0,9400.0,2.0,1,1.5,False,77066,310000.0,0,52.0
8008,4.0,4060.0,13110.0,3.0,1,2.0,True,77041,625000.0,1,24.0
8009,3.0,2902.0,2472.0,3.0,1,3.0,False,77008,569900.0,1,20.0
8010,3.0,2360.0,2140.0,3.0,1,3.0,False,77008,589900.0,1,1.0
8011,5.0,5217.0,24750.0,5.0,0,2.0,True,77024,1799000.0,3,61.0
8012,2.0,804.0,0.0,1.0,0,1.0,False,77054,135000.0,0,39.0
8013,3.0,2894.0,6729.0,2.0,1,2.0,False,77025,925000.0,1,8.0
8014,3.0,2021.0,2500.0,3.0,1,2.0,False,77051,345000.0,0,1.0
8015,3.0,2657.0,2500.0,2.0,1,2.0,False,77006,529500.0,1,22.0
8016,3.0,1670.0,7150.0,2.0,0,1.0,False,77089,233000.0,0,47.0
8017,5.0,5918.0,15584.0,5.0,1,2.0,False,77024,3499000.0,3,1.0
8018,3.0,1166.0,5000.0,1.0,1,1.0,False,77051,149900.0,0,71.0
8019,3.0,1252.0,6600.0,1.0,1,1.0,False,77008,1000000.0,1,108.0
8020,3.0,3734.0,11443.0,3.0,2,2.0,False,77063,1200000.0,1,39.0
8021,3.0,2707.0,1938.0,3.0,1,3.0,False,77007,570000.0,1,9.0
8022,2.0,720.0,4725.0,1.0,0,1.0,False,77009,325000.0,1,83.0
8023,3.0,2813.0,2673.0,3.0,1,3.0,False,77006,525000.0,1,24.0
8024,4.0,4312.0,11020.0,4.0,1,2.0,True,77077,898760.0,1,12.0
8025,3.0,2133.0,3945.0,2.0,1,2.0,False,77098,639000.0,4,31.0
8026,1.0,625.0,11970.0,1.0,0,1.0,True,77006,180000.0,1,63.0
8027,5.0,4685.0,29700.0,4.0,1,2.0,False,77080,936000.0,1,8.0
8028,3.0,2270.0,2714.0,3.0,1,3.0,False,77045,495628.0,0,1.0
8029,3.0,1288.0,8640.0,2.0,0,1.0,False,77028,280000.0,0,73.0
8030,4.0,3924.0,6250.0,3.0,1,2.0,False,77009,1645000.0,1,3.0
8031,3.0,1834.0,10197.0,2.0,0,1.0,False,77062,293000.0,0,57.0
8032,4.0,1072.0,0.0,3.0,0,1.0,False,77091,600000.0,0,8.0
8033,3.0,2276.0,8400.0,2.0,0,1.0,False,77091,437000.0,0,43.0
8034,4.0,2900.0,4000.0,3.0,0,2.0,False,77009,850000.0,1,1.0
8035,5.0,3463.0,8800.0,3.0,1,2.0,False,77079,630000.0,1,44.0
8036,2.0,1072.0,13130.0,1.0,1,1.0,False,77017,299000.0,0,73.0
8037,6.0,10187.0,30302.0,7.0,3,2.0,True,77057,4950000.0,1,16.0
8038,4.0,4418.0,12500.0,3.0,1,2.0,True,77007,2250000.0,1,16.0
8039,4.0,2149.0,5848.0,2.0,1,2.0,False,77088,295000.0,0,13.0
8040,2.0,2257.0,2714.0,3.0,1,3.0,False,77045,491536.0,0,1.0
8041,3.0,1102.0,6600.0,2.0,0,1.0,False,77033,185000.0,0,73.0
8042,3.0,1287.0,675177.0,2.0,0,1.0,False,77024,284990.0,3,54.0
8043,3.0,1097.0,6462.0,1.0,0,1.0,False,77017,213000.0,0,68.0
8044,4.0,2393.0,4400.0,2.0,1,2.0,False,77038,274900.0,0,18.0
8045,5.0,4752.0,9783.0,5.0,1,2.0,False,77082,669000.0,0,4.0
8046,3.0,1519.0,9600.0,2.0,0,1.0,False,77015,225000.0,0,55.0
8047,4.0,2232.0,8250.0,2.0,1,2.0,True,77082,354000.0,0,40.0
8048,1.0,1500.0,5000.0,2.0,0,1.0,False,77026,260000.0,0,83.0
8049,2.0,1190.0,5000.0,1.0,0,1.0,False,77026,325000.0,0,98.0
8050,3.0,1778.0,8400.0,2.0,0,1.0,False,77062,259900.0,0,58.0
8051,3.0,1957.0,0.0,2.0,1,2.0,False,77048,269900.0,0,1.0
8052,2.0,1200.0,5000.0,1.0,0,1.0,False,77009,560000.0,1,97.0
8053,2.0,1232.0,11280.0,1.0,0,1.0,False,77008,599000.0,1,90.0
8054,3.0,1396.0,5500.0,2.0,0,1.0,False,77083,244000.0,0,41.0
8055,4.0,2718.0,5400.0,2.0,1,2.0,False,77070,364893.0,0,11.0
8056,3.0,2304.0,2884.0,2.0,1,2.0,False,77021,419900.0,0,1.0
8057,2.0,1271.0,7320.0,1.0,1,1.0,False,77091,125000.0,0,68.0
8058,4.0,2024.0,3000.0,3.0,0,2.0,False,77091,368500.0,0,1.0
8059,4.0,2024.0,3000.0,3.0,0,2.0,False,77091,368500.0,0,1.0
8060,2.0,992.0,2824.0,1.0,0,1.0,False,77072,145000.0,0,53.0
8061,3.0,1411.0,7470.0,1.0,0,1.0,False,77022,235000.0,0,68.0
8062,5.0,11290.0,0.0,6.0,2,2.0,True,77024,17477000.0,3,28.0
8063,2.0,1331.0,477880.0,2.0,1,2.0,False,77069,155000.0,1,44.0
8064,3.0,1673.0,7140.0,2.0,0,1.0,False,77066,198500.0,0,40.0
8065,3.0,2432.0,5000.0,2.0,0,1.0,False,77077,299900.0,1,41.0
8066,2.0,966.0,198010.0,1.0,1,1.0,False,77035,68000.0,0,42.0
8067,2.0,2031.0,0.0,2.0,1,1.0,False,77056,395000.0,1,42.0
8068,3.0,1536.0,0.0,2.0,0,1.0,False,77049,275000.0,0,7.0
8069,3.0,1776.0,5060.0,2.0,0,1.0,False,77049,298900.0,0,6.0
8070,4.0,3272.0,2025.0,3.0,1,3.0,False,77056,599000.0,1,31.0
8071,3.0,1262.0,7410.0,2.0,0,1.0,False,77092,299900.0,0,68.0
8072,3.0,1869.0,5491.0,2.0,1,2.0,False,77041,265000.0,1,39.0
8073,6.0,2142.0,10400.0,3.0,0,2.0,False,77015,250000.0,0,51.0
8074,3.0,1644.0,1333.0,3.0,1,3.0,False,77080,345000.0,1,1.0
8075,2.0,1176.0,127472.0,2.0,0,1.0,False,77025,122000.0,1,59.0
8076,2.0,1751.0,1549.0,2.0,0,3.0,False,77019,369000.0,2,19.0
8077,3.0,1947.0,6116.0,2.0,1,2.0,False,77083,300000.0,0,38.0
8078,7.0,5383.0,26804.0,7.0,0,2.0,False,77004,950000.0,1,72.0
8079,3.0,1834.0,2051.0,2.0,1,2.0,False,77043,479000.0,1,2.0
8080,2.0,1995.0,0.0,2.0,0,1.0,False,77002,475000.0,0,28.0
8081,4.0,3860.0,6250.0,3.0,1,2.0,False,77098,1849000.0,4,1.0
8082,3.0,1664.0,1525.0,2.0,1,2.0,False,77072,215000.0,0,46.0
8083,3.0,2112.0,1516.0,3.0,1,3.0,False,77018,373000.0,1,8.0
8084,1.0,722.0,371277.0,1.0,0,1.0,False,77598,92000.0,0,44.0
8085,3.0,2669.0,0.0,3.0,1,3.0,False,77045,525000.0,0,1.0
8086,4.0,2338.0,8174.0,2.0,0,1.0,False,77075,300000.0,0,24.0
8087,3.0,1887.0,2575.0,2.0,1,2.0,False,77021,394900.0,0,1.0
