,Unnamed: 0,bedrooms,Sqft.,lot Sqft.,full baths,half baths,stories,year built,Private Pool,zip,price
225,"9511 Chalford Drive Houston, TX 77083",3.0,1886.0,7836.0,2.0,0,1.0,1983.0,False,77083,265000.0
226,"18307 Fresh Air Court Houston, TX 77084",5.0,3220.0,6673.0,2.0,1,2.0,2014.0,False,77084,375000.0
227,"2015 Creston Drive Houston, TX 77026",3.0,1532.0,7000.0,2.0,0,1.0,2022.0,False,77026,310000.0
228,"2345 Wroxton Road Houston, TX 77005",0.0,2764.0,5880.0,0.0,0,2.0,1935.0,False,77005,870000.0
229,"9734 Moorberry Lane Houston, TX 77080",4.0,2448.0,12712.0,2.0,0,1.0,1968.0,False,77080,520000.0
230,"6804 Westview Drive #2205 Houston, TX 77055",2.0,1529.0,0.0,2.0,0,1.0,2022.0,False,77055,409249.0
231,"15522 Kiplands Bend Drive Houston, TX 77014",4.0,1747.0,3520.0,2.0,1,2.0,2013.0,False,77014,235000.0
232,"2528 Reba Drive Houston, TX 77019",4.0,6157.0,10729.0,5.0,2,2.0,2021.0,False,77019,3175000.0
233,"2612 Wheeler Street Houston, TX 77004",3.0,1860.0,5775.0,2.0,0,1.0,1939.0,False,77004,359999.0
234,"7308 Hobby Wind Ridge Houston, TX 77075",4.0,1619.0,0.0,2.0,1,2.0,2022.0,False,77075,299970.0
235,"5122 Beechnut Street Houston, TX 77096",3.0,1360.0,11076.0,2.0,0,1.0,1957.0,False,77096,418000.0
236,"305 Glenwood Drive Houston, TX 77007",4.0,7180.0,26060.0,6.0,1,2.0,2013.0,True,77007,4250000.0
237,"7947 Henson Street Houston, TX 77028",3.0,1090.0,4000.0,2.0,0,1.0,2022.0,False,77028,209990.0
238,"7832 Nashville Street Houston, TX 77028",3.0,1090.0,4242.0,2.0,0,1.0,2022.0,False,77028,209990.0
239,"7724 Camwood Street Houston, TX 77087",0.0,2420.0,9750.0,0.0,0,2.0,1940.0,False,77087,249000.0
241,"5931 Westover Street Houston, TX 77033",4.0,2475.0,6300.0,3.0,0,1.0,1960.0,False,77033,284990.0
242,"7214 CANDA LANE Houston, TX 77083",3.0,1703.0,4950.0,2.0,0,1.0,1984.0,False,77083,251900.0
243,"2323 Polk Street #201 Houston, TX 77003",1.0,1333.0,0.0,1.0,1,2.0,1923.0,False,77003,274000.0
244,"2327 Sheridan Street Houston, TX 77030",3.0,2340.0,5500.0,2.0,1,2.0,1940.0,False,77030,975000.0
245,"6236 Overbrook Lane Houston, TX 77057",4.0,4311.0,7459.0,3.0,1,2.0,2013.0,False,77057,1449000.0
246,"6106 Peachtree Hill Court Houston, TX 77345",4.0,3810.0,11221.0,3.0,1,2.0,2001.0,False,77345,524900.0
247,"10047 Westpark Drive #73 Houston, TX 77042",1.0,784.0,575069.0,1.0,0,1.0,1978.0,False,77042,98500.0
248,"7114 Werner Street Houston, TX 77076",3.0,888.0,8040.0,1.0,0,1.0,1955.0,False,77076,130000.0
249,"13018 Queensbury Lane Houston, TX 77079",5.0,3998.0,12704.0,4.0,1,2.0,1960.0,True,77079,1199500.0
250,"14522 Redbud Valley Trail Houston, TX 77062",5.0,2471.0,7122.0,2.0,1,2.0,1988.0,False,77062,344900.0
251,"16523 Aberdeen Green Drive Houston, TX 77095",4.0,2549.0,5553.0,2.0,1,2.0,2005.0,False,77095,365000.0
252,"11011 Jardin Des Circle Houston, TX 77043",3.0,2820.0,1623.0,3.0,1,3.0,2014.0,False,77043,499000.0
253,"8606 Valley Ledge Drive Houston, TX 77078",3.0,1624.0,5500.0,2.0,0,1.0,1980.0,False,77078,159000.0
254,"5506 Willowbend Boulevard Houston, TX 77096",3.0,2270.0,10400.0,2.0,0,1.0,1957.0,False,77096,529999.0
255,"3710 Somerset York Lane Houston, TX 77055",3.0,3085.0,2254.0,3.0,1,3.0,2019.0,False,77055,835000.0
256,"12003 Cyprus Field Houston, TX 77070",3.0,1994.0,9990.0,2.0,0,1.0,1999.0,False,77070,285000.0
257,"14918 El Miranda Drive Houston, TX 77095",4.0,2274.0,8400.0,2.0,1,2.0,1978.0,False,77095,345000.0
258,"6415 Spring Creek Houston, TX 77084",3.0,2006.0,6583.0,2.0,0,1.0,1996.0,False,77084,289900.0
259,"11020 Avenu Malkenu Avenue Houston, TX 77043",3.0,1832.0,1774.0,2.0,1,2.0,2015.0,False,77043,385000.0
260,"19322 Aquatic Drive Houston, TX 77346",5.0,2976.0,7350.0,4.0,0,2.0,2003.0,True,77346,469900.0
261,"3715 Creekmont Gardens Lane Houston, TX 77091",3.0,1815.0,1829.0,3.0,1,3.0,2022.0,False,77091,389900.0
262,"3713 Creekmont Gardens Lane Houston, TX 77091",3.0,1778.0,1829.0,3.0,1,3.0,2022.0,False,77091,389900.0
263,"3711 Creekmont Gardens Lane Houston, TX 77091",3.0,1815.0,1829.0,3.0,1,3.0,2022.0,False,77091,389900.0
264,"14118 Verde Mar Lane Houston, TX 77095",4.0,3380.0,8470.0,3.0,1,2.0,1990.0,False,77095,439400.0
265,"6330 Northway Drive Houston, TX 77084",0.0,1144.0,4410.0,2.0,0,1.0,1982.0,False,77084,190000.0
266,"1510 Robin Street C Houston, TX 77019",3.0,1353.0,1610.0,2.0,1,2.0,2006.0,False,77019,349000.0
268,"12254 Wild Pine Drive B Houston, TX 77039",3.0,1516.0,1800.0,2.0,1,2.0,1979.0,False,77039,149000.0
269,"2401 Crawford Street #212 Houston, TX 77004",2.0,931.0,75439.0,2.0,1,2.0,2017.0,False,77004,295000.0
270,"5001 Woodway Drive #404 Houston, TX 77056",3.0,1924.0,0.0,2.0,0,1.0,1975.0,False,77056,600000.0
271,"2435 Sheridan Street Houston, TX 77030",3.0,3182.0,2225.0,4.0,1,4.0,2022.0,False,77030,999000.0
272,"5503 Valerie Street Houston, TX 77081",8.0,7169.0,20475.0,4.0,2,2.0,2002.0,False,77081,2099999.0
273,"6207 Dumfries Drive Houston, TX 77096",3.0,2031.0,8280.0,2.0,0,1.0,1965.0,False,77096,339000.0
274,"803 Milwaukee Street Houston, TX 77009",3.0,2257.0,8109.0,2.0,1,1.0,2022.0,False,77009,849000.0
275,"14207 Chadbourne Houston, TX 77079",4.0,2665.0,9283.0,2.0,1,2.0,1967.0,False,77079,669900.0
276,"1860 White Oak Drive #388 Houston, TX 77009",1.0,718.0,139480.0,1.0,0,1.0,1982.0,False,77009,170000.0
277,"3186 Holly Hall Street Houston, TX 77054",2.0,1600.0,677039.0,2.0,1,2.0,1984.0,False,77054,218000.0
278,"417 E Fair Harbor Lane Houston, TX 77079",3.0,2115.0,3746.0,2.0,1,1.0,1977.0,False,77079,389000.0
279,"3508 Kensington Gardens Lane Houston, TX 77055",3.0,2399.0,2743.0,2.0,1,2.0,2022.0,False,77055,775000.0
280,"17039 Kemble Creek Drive Houston, TX 77084",4.0,2400.0,5532.0,3.0,0,2.0,2004.0,False,77084,269900.0
281,"159 Blue Castle Court Houston, TX 77015",3.0,1772.0,10000.0,2.0,0,1.0,1975.0,True,77015,239900.0
284,"9319 Stonecreek Lane Houston, TX 77036",3.0,2148.0,5250.0,2.0,1,1.0,1983.0,False,77036,265000.0
285,"2608 Bering Drive Houston, TX 77057",2.0,1464.0,73451.0,2.0,1,2.0,1983.0,False,77057,279500.0
286,"760 E 16th Street Houston, TX 77008",3.0,2226.0,5000.0,3.0,3,2.0,1930.0,False,77008,900000.0
287,"12030 Nova Drive Houston, TX 77077",4.0,2337.0,8648.0,2.0,1,2.0,1974.0,False,77077,383900.0
288,"13806 Evansdale Lane Houston, TX 77083",4.0,2262.0,4384.0,2.0,1,2.0,2021.0,False,77083,415000.0
289,"8529 Panatella Drive Houston, TX 77055",3.0,1701.0,9100.0,2.0,0,1.0,1952.0,False,77055,550000.0
290,"9307 Coffee Street Houston, TX 77033",4.0,1300.0,4000.0,2.0,0,1.0,2020.0,False,77033,189000.0
292,"6714 Hawthorne Falls Lane Houston, TX 77049",3.0,2030.0,4777.0,2.0,1,2.0,2006.0,False,77049,269900.0
293,"2419 Driscoll Street Houston, TX 77019",3.0,3087.0,2500.0,3.0,1,3.0,2010.0,False,77019,749000.0
294,"1921 Ridgecrest Drive Houston, TX 77055",4.0,3400.0,7995.0,3.0,1,2.0,2022.0,False,77055,949000.0
295,"14102 Swiss Hill Drive Houston, TX 77077",3.0,2762.0,8947.0,2.0,1,1.0,1977.0,True,77077,368000.0
296,"8318 Sunnyhill Street Houston, TX 77088",3.0,1598.0,2750.0,2.0,1,2.0,2022.0,False,77088,324900.0
297,"15818 Crystal Brook Drive Houston, TX 77068",4.0,3174.0,12240.0,3.0,1,2.0,1978.0,False,77068,349900.0
298,"4235 Swarthmore Street Houston, TX 77005",4.0,3560.0,5000.0,3.0,1,2.0,1996.0,False,77005,1350000.0
299,"14943 Royal Birkdale Street Houston, TX 77095",4.0,2657.0,7569.0,2.0,1,2.0,1983.0,False,77095,385000.0
300,"5735 Ridgeway Drive Houston, TX 77033",3.0,1340.0,7205.0,1.0,1,1.0,1958.0,False,77033,240000.0
301,"2205 Mckinney Street #306 Houston, TX 77003",1.0,822.0,0.0,1.0,0,1.0,1929.0,False,77003,215000.0
302,"1037 E Crosstimbers Street Houston, TX 77022",2.0,744.0,19740.0,1.0,0,1.0,1938.0,False,77022,350000.0
303,"1706 Hamlin Valley Drive Houston, TX 77090",3.0,2206.0,5000.0,2.0,1,2.0,1979.0,False,77090,258900.0
304,"605 Cottage Street Houston, TX 77009",4.0,2308.0,4500.0,3.0,0,2.0,1920.0,False,77009,799990.0
305,"449 W 23rd Street Houston, TX 77008",4.0,4065.0,6550.0,3.0,1,2.0,2013.0,False,77008,1475000.0
306,"14203 Stuebner Airline Road Houston, TX 77069",3.0,2000.0,21127.0,2.0,0,1.0,1970.0,False,77069,300000.0
307,"3914 Jefferson Street Houston, TX 77003",4.0,1700.0,4500.0,2.0,0,1.0,1927.0,False,77003,399000.0
308,"1001 Aurora Street Houston, TX 77009",4.0,2682.0,6000.0,3.0,0,2.0,1948.0,False,77009,975000.0
309,"7320 Concorde Field Drive Houston, TX 77075",4.0,2033.0,0.0,3.0,0,2.0,2022.0,False,77075,317420.0
310,"1515 Sandy Springs Road #2605 Houston, TX 77042",2.0,1225.0,166568.0,2.0,1,2.0,1982.0,False,77042,160000.0
311,"1812 Kane Street Houston, TX 77007",4.0,4499.0,5000.0,4.0,0,2.0,1888.0,False,77007,600000.0
313,"4821 Burma Road Houston, TX 77033",3.0,2047.0,6305.0,2.0,1,1.0,1950.0,False,77033,148000.0
314,"5234 Lindsay Street Houston, TX 77023",2.0,1298.0,5300.0,1.0,0,1.0,1948.0,False,77023,315000.0
315,"6438 Saragosa Crossing Lane Houston, TX 77066",4.0,2896.0,5628.0,2.0,1,2.0,2009.0,False,77066,310000.0
316,"9103 Pontiac Drive Houston, TX 77096",4.0,2092.0,9652.0,2.0,0,1.0,1964.0,True,77096,499500.0
317,"15631 Sheldon Ridge Way Houston, TX 77044",4.0,3136.0,5059.0,2.0,1,2.0,2013.0,False,77044,299900.0
318,"2230 S Piney Point Road #221 Houston, TX 77063",1.0,611.0,344193.0,1.0,0,2.0,1967.0,False,77063,140000.0
319,"16319 Royal Stone Lane Houston, TX 77073",3.0,2014.0,5740.0,2.0,1,2.0,2005.0,False,77073,275000.0
320,"1701 Hermann Drive 23D Houston, TX 77004",2.0,1126.0,0.0,2.0,0,1.0,1983.0,False,77004,558400.0
321,"10125 Lucore Street Houston, TX 77017",3.0,1469.0,7000.0,1.0,0,1.0,1940.0,False,77017,150000.0
322,"14125 Waxahachie Street Houston, TX 77015",4.0,1264.0,6300.0,1.0,0,1.0,1960.0,False,77015,175000.0
323,"3802 Lovejoy Street Houston, TX 77003",3.0,2040.0,2500.0,3.0,1,4.0,2015.0,False,77003,390000.0
324,"18818 Deer Key Circle Houston, TX 77084",4.0,2662.0,12081.0,3.0,1,2.0,2002.0,True,77084,375000.0
325,"5821 Sampley Way Houston, TX 77092",2.0,1568.0,2000.0,2.0,1,2.0,1977.0,False,77092,185000.0
326,"1505 Hattie Street Houston, TX 77088",3.0,1500.0,7020.0,2.0,0,1.0,1940.0,False,77088,250000.0
327,"12306 Brandywyne Drive Houston, TX 77077",3.0,1961.0,8180.0,2.0,0,1.0,1969.0,False,77077,424000.0
328,"2721 Maxroy Street Houston, TX 77007",4.0,2675.0,1623.0,4.0,1,4.0,2020.0,False,77007,649900.0
329,"10834 Great Bridge Drive Houston, TX 77065",4.0,2168.0,7745.0,2.0,1,2.0,1995.0,False,77065,289900.0
330,"1339 Rutland Street Houston, TX 77008",3.0,2319.0,8712.0,3.0,1,2.0,1920.0,True,77008,1199000.0
331,"1239 Curtin Street Houston, TX 77018",4.0,3585.0,7260.0,3.0,1,2.0,2015.0,False,77018,1175000.0
332,"2152 Winrock Boulevard #193 Houston, TX 77057",2.0,1152.0,570931.0,1.0,1,2.0,1973.0,False,77057,219900.0
333,"12223 Paddock Way Houston, TX 77065",3.0,1693.0,8925.0,2.0,1,2.0,1986.0,True,77065,259500.0
334,"150 Old Bridge Lake Houston, TX 77069",2.0,1956.0,4061.0,2.0,1,2.0,1984.0,False,77069,235000.0
335,"3415 Rawley Street Houston, TX 77020",3.0,2508.0,3641.0,3.0,1,3.0,2017.0,False,77020,385000.0
336,"3408 Albans Road Houston, TX 77005",4.0,6488.0,11272.0,6.0,1,3.0,1997.0,True,77005,3895000.0
337,"5831 Southmont Street Houston, TX 77033",3.0,1250.0,7200.0,2.0,0,1.0,1950.0,False,77033,209900.0
338,"3815 Midforest Drive Houston, TX 77068",4.0,2499.0,9450.0,2.0,1,2.0,1971.0,True,77068,339900.0
339,"11702 Knobcrest Drive Houston, TX 77070",5.0,3244.0,9600.0,3.0,1,2.0,1976.0,True,77070,338500.0
340,"13110 Mills River Street Houston, TX 77070",5.0,2407.0,6262.0,2.0,1,2.0,1994.0,False,77070,349000.0
341,"8403 Harmony Road Houston, TX 77049",2.0,1260.0,24829.0,1.0,0,1.0,1976.0,False,77049,238999.0
342,"7950 N Stadium Drive #230 Houston, TX 77030",2.0,1137.0,173663.0,2.0,0,2.0,1980.0,False,77030,155000.0
343,"10818 Tupper Lake Drive Houston, TX 77042",4.0,2489.0,9840.0,2.0,1,2.0,1972.0,False,77042,499900.0
344,"6210 Sanford Road Houston, TX 77096",4.0,2104.0,7210.0,2.0,0,1.0,1976.0,False,77096,259900.0
345,"1076 Dewalt Street Houston, TX 77088",3.0,1103.0,2023.0,2.0,1,1.0,2022.0,False,77088,250000.0
347,"3261 Simmons Street Houston, TX 77004",3.0,1346.0,4400.0,1.0,0,1.0,1936.0,False,77004,140000.0
348,"10225 Las Terrazas Drive Houston, TX 77075",3.0,1937.0,4091.0,2.0,1,2.0,2006.0,False,77075,279000.0
349,"2379 Briarwest Boulevard #17 Houston, TX 77077",2.0,1344.0,127478.0,2.0,1,2.0,1980.0,False,77077,179900.0
350,"2132 White Oak Drive Houston, TX 77009",4.0,3305.0,6175.0,4.0,0,2.0,1930.0,False,77009,925000.0
351,"3115 Pittsburgh Street Houston, TX 77005",4.0,4416.0,6000.0,4.0,1,2.0,2000.0,False,77005,1800000.0
352,"11511 Main Birch Drive Houston, TX 77025",3.0,1982.0,1430.0,2.0,1,3.0,2018.0,False,77025,319000.0
353,"806 Oxford Street Houston, TX 77007",4.0,4376.0,5625.0,4.0,2,2.0,2014.0,True,77007,1749000.0
354,"4942 Scenic Woods Trail Houston, TX 77345",4.0,3172.0,7667.0,3.0,1,2.0,1998.0,True,77345,364990.0
356,"10903 Creektree Drive Houston, TX 77070",5.0,3180.0,8999.0,3.0,1,2.0,1970.0,False,77070,320000.0
357,"5206 Tarawa Road Houston, TX 77033",2.0,1028.0,7425.0,1.0,0,1.0,1956.0,False,77033,105000.0
358,"732 Lester Street Houston, TX 77007",3.0,2706.0,3850.0,2.0,1,3.0,2000.0,False,77007,555000.0
360,"14914 Rainwood Falls Lane Houston, TX 77044",6.0,5176.0,11516.0,4.0,2,2.0,2019.0,False,77044,800000.0
362,"7718 Eight Willows Road Houston, TX 77489",4.0,1987.0,7200.0,2.0,0,1.0,1986.0,False,77489,267000.0
363,"12117 Sandpiper Drive #121 Houston, TX 77035",2.0,1196.0,1052.0,2.0,0,2.0,1980.0,False,77035,134999.0
364,"3809 N Braeswood Boulevard #14 Houston, TX 77025",2.0,1216.0,40970.0,1.0,1,2.0,1965.0,False,77025,175000.0
366,"2202 Driscoll Street Houston, TX 77019",4.0,3553.0,2500.0,3.0,1,3.0,2018.0,False,77019,975000.0
367,"2349 Triway Lane #225 Houston, TX 77043",4.0,2128.0,1899.0,2.0,1,2.0,1970.0,False,77043,214900.0
368,"8320 Sunnyhill Street Houston, TX 77088",3.0,1598.0,2750.0,2.0,1,2.0,2022.0,False,77088,324900.0
369,"1627 Gingerleaf Lane Houston, TX 77055",3.0,2246.0,4352.0,2.0,1,2.0,1985.0,False,77055,470000.0
370,"8303 Furray Road Houston, TX 77028",3.0,1164.0,25428.0,1.0,0,1.0,1948.0,False,77028,239999.0
371,"8131 Wind Forest Drive Houston, TX 77040",4.0,2684.0,8000.0,2.0,1,2.0,1977.0,False,77040,279900.0
372,"501 E 40th 1/2 Street Houston, TX 77022",3.0,1238.0,6650.0,2.0,0,1.0,2012.0,False,77022,265000.0
374,"1412 Weiss Street Houston, TX 77009",3.0,1589.0,1725.0,2.0,1,2.0,2022.0,False,77009,385000.0
375,"225 W 25th Street Houston, TX 77008",3.0,3140.0,3275.0,3.0,1,2.0,2020.0,False,77008,925000.0
376,"6714 Haight Street Houston, TX 77028",0.0,2300.0,3600.0,0.0,0,2.0,2022.0,False,77028,369000.0
377,"17214 Folsom Drive Houston, TX 77049",3.0,1244.0,6984.0,1.0,0,1.0,1970.0,False,77049,169999.0
378,"637 Rutland Street #6 Houston, TX 77007",3.0,1705.0,0.0,3.0,1,1.0,2005.0,False,77007,449000.0
379,"9333 Memorial Drive #303 Houston, TX 77024",3.0,2306.0,0.0,2.0,1,1.0,1981.0,False,77024,775000.0
380,"13355 Gardenia Mist Lane Houston, TX 77044",4.0,1980.0,4419.0,3.0,0,2.0,2013.0,False,77044,275000.0
381,"7324 Concorde Field Drive Houston, TX 77075",4.0,2033.0,0.0,3.0,0,2.0,2022.0,False,77075,321380.0
382,"6021 Trescon Drive Houston, TX 77048",3.0,1586.0,14500.0,2.0,0,1.0,1940.0,False,77048,254900.0
383,"7309 Hobby Wind Ridge Houston, TX 77075",4.0,1824.0,0.0,2.0,1,2.0,2022.0,False,77075,307970.0
384,"9715 Stonecross Bend Drive Houston, TX 77070",6.0,10636.0,22757.0,6.0,2,2.0,2006.0,True,77070,2925000.0
385,"10851 Pepper Lane Houston, TX 77079",4.0,2907.0,4400.0,2.0,1,1.0,1977.0,False,77079,725000.0
386,"1513 Lakeline Oak Drive Houston, TX 77084",2.0,1495.0,0.0,2.0,1,2.0,2022.0,False,77084,384580.0
387,"6201 Sidney Street A Houston, TX 77021",3.0,1665.0,2375.0,3.0,1,2.0,2022.0,False,77021,349900.0
388,"14926 Darbydale Drive Houston, TX 77090",4.0,1640.0,5000.0,2.0,1,2.0,2011.0,False,77090,250000.0
389,"1827 Upland Lakes Houston, TX 77043",3.0,2677.0,1832.0,3.0,1,3.0,2014.0,False,77043,449000.0
391,"10619 Archmont Drive Houston, TX 77070",4.0,2222.0,14435.0,2.0,1,1.0,1970.0,False,77070,290000.0
392,"15 Greenway Plaza 27A Houston, TX 77046",3.0,3017.0,0.0,2.0,1,1.0,1980.0,False,77046,1299000.0
393,"1114 Lehman Street Houston, TX 77018",3.0,2164.0,8424.0,2.0,0,1.0,1964.0,True,77018,674000.0
394,"1241 Prince St Street Houston, TX 77008",3.0,2728.0,2195.0,3.0,1,3.0,2006.0,False,77008,550000.0
395,"8219 Shoregrove Drive Houston, TX 77346",4.0,3702.0,9120.0,3.0,1,2.0,1997.0,True,77346,725000.0
396,"13822 Overbrook Lane Houston, TX 77077",3.0,1673.0,7260.0,2.0,0,1.0,1971.0,False,77077,288000.0
397,"620 Rutland Street D Houston, TX 77007",3.0,2247.0,1701.0,3.0,1,4.0,2007.0,False,77007,500000.0
398,"5407 Blossom Street Houston, TX 77007",3.0,2245.0,1600.0,2.0,1,3.0,1999.0,False,77007,525000.0
399,"5223 Nina Lee Lane Houston, TX 77092",4.0,2508.0,7303.0,3.0,0,1.0,1955.0,False,77092,576000.0
400,"14146 Misty Meadow Lane Houston, TX 77079",3.0,1936.0,1347.0,2.0,1,2.0,1976.0,False,77079,310000.0
401,"13706 Sandford Lake Circle Houston, TX 77077",5.0,4812.0,8864.0,4.0,0,2.0,2018.0,True,77077,1325000.0
402,"6027 Heathmoor Lane Houston, TX 77084",4.0,2279.0,6440.0,2.0,0,1.0,2001.0,False,77084,340000.0
403,"307 Parker Street Houston, TX 77076",3.0,2413.0,2300.0,2.0,1,2.0,2021.0,False,77076,649000.0
404,"1004 La Rue Street Houston, TX 77019",2.0,1931.0,1400.0,2.0,0,3.0,2003.0,False,77019,396000.0
405,"3100 Walnut Bend Lane #124 Houston, TX 77042",1.0,1012.0,0.0,1.0,0,1.0,1980.0,False,77042,118000.0
406,"2542 Bevis Street Houston, TX 77008",3.0,2022.0,1627.0,3.0,1,3.0,2005.0,False,77008,460000.0
407,"2212 Portsmouth Street B Houston, TX 77098",3.0,2256.0,2083.0,3.0,1,3.0,2008.0,False,77098,529000.0
408,"4108 Mcduffie Street Houston, TX 77098",3.0,2860.0,2090.0,3.0,1,4.0,2014.0,False,77098,749900.0
409,"4949 Rusk Street Houston, TX 77023",3.0,2361.0,0.0,3.0,1,2.0,2022.0,False,77023,600000.0
410,"16110 Kintyre Point Road Houston, TX 77095",4.0,2421.0,6336.0,2.0,1,2.0,1989.0,False,77095,374900.0
411,"2417 Potomac Drive A Houston, TX 77057",3.0,2320.0,4515.0,2.0,1,2.0,1982.0,False,77057,475000.0
412,"3717 Creekmont Gardens Lane Houston, TX 77091",3.0,1815.0,1829.0,3.0,1,3.0,2022.0,False,77091,389900.0
413,"3739 Drake Street Houston, TX 77005",3.0,2119.0,10850.0,2.0,0,1.0,1948.0,False,77005,899000.0
414,"10850 Nellsfield Lane Houston, TX 77075",3.0,1565.0,4389.0,2.0,1,2.0,2007.0,False,77075,250000.0
415,"407 Sandy Bluff Houston, TX 77079",4.0,3729.0,7875.0,3.0,1,2.0,1981.0,False,77079,525000.0
416,"6154 Ella Lee Lane Houston, TX 77057",3.0,2315.0,8360.0,2.0,0,1.0,1960.0,False,77057,870000.0
417,"1309 Bingham Street A Houston, TX 77007",3.0,2177.0,1849.0,3.0,1,3.0,2008.0,False,77007,390000.0
418,"13117 Player Street Houston, TX 77045",4.0,2210.0,42700.0,3.0,0,1.0,1955.0,False,77045,1300000.0
420,"6527 Vanlynn lane Lane Houston, TX 77084",3.0,1394.0,7875.0,2.0,0,1.0,1981.0,False,77084,280000.0
421,"6314 Sheringham Street Houston, TX 77085",3.0,1924.0,8060.0,2.0,1,1.0,1963.0,False,77085,265000.0
422,"224 Everton Street Houston, TX 77003",3.0,1472.0,5350.0,1.0,0,1.0,1930.0,False,77003,289900.0
423,"1207 Sandy Plains Lane Houston, TX 77062",3.0,2046.0,13347.0,2.0,1,2.0,1988.0,False,77062,375000.0
424,"11807 Legend Manor Drive Houston, TX 77082",4.0,4571.0,10740.0,3.0,1,2.0,2003.0,False,77082,1199000.0
425,"914 Walnut Bend Lane Houston, TX 77042",4.0,2462.0,7945.0,2.0,1,2.0,1969.0,False,77042,609900.0
427,"10762 Craigshead Drive Houston, TX 77025",3.0,2050.0,0.0,3.0,1,1.0,2022.0,False,77025,420000.0
430,"14622 Sweet water View Dr Drive Houston, TX 77047",4.0,1295.0,13428.0,2.0,0,1.0,2004.0,False,77047,225000.0
432,"2100 Tanglewilde Street #211 Houston, TX 77063",2.0,1200.0,0.0,1.0,1,2.0,1969.0,False,77063,148000.0
433,"6633 Avenue T Houston, TX 77011",2.0,1487.0,5000.0,1.0,0,1.0,1950.0,False,77011,246000.0
434,"837 Fisher Street C Houston, TX 77018",3.0,2238.0,0.0,3.0,1,3.0,2022.0,False,77018,495000.0
435,"8514 Highcrest Drive Houston, TX 77055",4.0,3600.0,7200.0,3.0,1,2.0,2022.0,False,77055,989000.0
437,"15214 Ringfield Drive Houston, TX 77084",4.0,1812.0,6300.0,2.0,0,1.0,1983.0,False,77084,299900.0
438,"2007 E Bauer Drive Houston, TX 77080",3.0,1644.0,0.0,3.0,1,3.0,2022.0,False,77080,350000.0
439,"6000 Reims Road #3503 Houston, TX 77036",2.0,1640.0,518313.0,2.0,1,2.0,1984.0,False,77036,175000.0
440,"8330 Waterbury Drive Houston, TX 77055",3.0,1283.0,7695.0,2.0,0,1.0,1958.0,False,77055,524000.0
441,"909 Silber Road 24D Houston, TX 77024",1.0,594.0,89372.0,1.0,0,1.0,1965.0,False,77024,110000.0
442,"2205 Park Street Houston, TX 77019",4.0,3199.0,2500.0,3.0,1,3.0,2022.0,False,77019,1199000.0
443,"9523 Walnut Glen Drive Houston, TX 77064",4.0,2363.0,7060.0,2.0,1,2.0,1987.0,False,77064,280000.0
444,"6362 Auden Street Houston, TX 77005",6.0,4954.0,7750.0,4.0,1,3.0,1993.0,True,77005,2850000.0
445,"1420 Weiss Street Houston, TX 77009",3.0,1589.0,2350.0,2.0,1,2.0,2022.0,False,77009,389900.0
446,"2626 Holly Hall Street #506 Houston, TX 77054",1.0,664.0,104360.0,1.0,0,1.0,1984.0,False,77054,91000.0
447,"17817 Glenmark Drive Houston, TX 77084",2.0,957.0,4410.0,1.0,0,1.0,1981.0,False,77084,160000.0
448,"5151 Denoron Drive Houston, TX 77048",3.0,1102.0,7830.0,1.0,0,1.0,1960.0,False,77048,189500.0
449,"11402 Kirkwyn Drive Houston, TX 77089",3.0,1756.0,8803.0,2.0,0,1.0,1970.0,False,77089,260000.0
450,"12638 Sandy Hook Drive Houston, TX 77089",3.0,1141.0,7130.0,1.0,1,1.0,1976.0,False,77089,205000.0
451,"2518 Sandlewood Trail Lane Houston, TX 77014",1.0,2635.0,6967.0,2.0,0,1.0,2008.0,False,77014,285000.0
452,"11602 Blair Meadow Drive Houston, TX 77477",3.0,2196.0,8050.0,2.0,0,2.0,1977.0,False,77477,297000.0
453,"11815 Ironstone Court Houston, TX 77067",4.0,2090.0,6300.0,2.0,0,1.0,1979.0,False,77067,240000.0
454,"1302 Crocker Street Houston, TX 77019",3.0,2791.0,1623.0,3.0,1,3.0,2021.0,False,77019,850000.0
455,"2006 Sea King Street Houston, TX 77008",3.0,2244.0,7992.0,2.0,0,1.0,1955.0,False,77008,759000.0
456,"6841 Avenue I Houston, TX 77011",4.0,3216.0,5000.0,2.0,2,2.0,1980.0,False,77011,590000.0
457,"1701 Hermann Drive 34L Houston, TX 77004",3.0,2082.0,0.0,2.0,1,1.0,1983.0,False,77004,1119000.0
458,"1701 Hermann Drive 23A Houston, TX 77004",1.0,798.0,0.0,1.0,0,1.0,1983.0,False,77004,405900.0
459,"12660 Ashford Point Drive #410 Houston, TX 77082",1.0,624.0,169089.0,1.0,0,1.0,1984.0,False,77082,75000.0
460,"5927 Sanford Road Houston, TX 77096",3.0,2325.0,7440.0,2.0,1,1.0,1965.0,False,77096,569999.0
461,"10723 Boardwalk Street Houston, TX 77042",3.0,2437.0,2635.0,2.0,1,2.0,2005.0,False,77042,365000.0
463,"1 Hackberry Lane Houston, TX 77027",3.0,3091.0,3551.0,3.0,1,2.0,2004.0,False,77027,1150000.0
464,"3025 University Boulevard Houston, TX 77005",5.0,3851.0,12000.0,3.0,1,2.0,1923.0,True,77005,2850000.0
465,"2036 Columbia Street Houston, TX 77008",3.0,3150.0,4400.0,3.0,0,2.0,2014.0,False,77008,1200000.0
